year,month,state,rolling_12_month_deaths,data_source,population,median_household_income,unemployment_rate
2016,2016-09-01,Rhode Island,173,CDC SODA API,1054491,58387,7.73
2016,2016-09-01,South Carolina,198,CDC SODA API,4834605,46898,8.37
2016,2016-09-01,South Dakota,13,CDC SODA API,851058,52078,4.11
2016,2016-09-01,Tennessee,345,CDC SODA API,6548009,46574,7.51
2016,2016-09-01,Texas,0,CDC SODA API,26956435,54727,6.42
2016,2016-09-01,United States,16111,CDC SODA API,,,
2016,2016-09-01,Utah,85,CDC SODA API,2948427,62518,5.05
2016,2016-09-01,Vermont,43,CDC SODA API,626249,56104,4.96
2016,2016-09-01,Virginia,534,CDC SODA API,8310301,66149,5.95
2016,2016-09-01,Washington,88,CDC SODA API,7073146,62848,6.84
2016,2016-09-01,West Virginia,349,CDC SODA API,1846092,42644,7.54
2016,2016-09-01,Wisconsin,250,CDC SODA API,5754798,54610,5.5
2016,2016-09-01,Wyoming,0,CDC SODA API,583029,59143,4.9
2016,2016-10-01,Alabama,0,CDC SODA API,4841164,44758,8.29
2016,2016-10-01,Alaska,0,CDC SODA API,736855,74444,7.85
2016,2016-10-01,Arizona,0,CDC SODA API,6728577,51340,7.99
2016,2016-10-01,Arkansas,0,CDC SODA API,2968472,42336,6.85
2016,2016-10-01,California,0,CDC SODA API,38654206,63783,8.74
2016,2016-10-01,Colorado,0,CDC SODA API,5359295,62520,5.99
2016,2016-10-01,Connecticut,438,CDC SODA API,3588570,71755,7.95
2016,2016-10-01,Delaware,0,CDC SODA API,934695,61017,7.13
2016,2016-10-01,District of Columbia,118,CDC SODA API,659009,72935,8.73
2016,2016-10-01,Florida,0,CDC SODA API,19934451,48900,8.39
2016,2016-10-01,Georgia,241,CDC SODA API,10099320,51037,8.54
2016,2016-10-01,Hawaii,11,CDC SODA API,1413673,71977,5.51
2016,2016-10-01,Idaho,0,CDC SODA API,1635483,49174,6.21
2016,2016-10-01,Illinois,806,CDC SODA API,12851684,59196,8.17
2016,2016-10-01,Indiana,0,CDC SODA API,6589578,50433,6.91
2016,2016-10-01,Iowa,50,CDC SODA API,3106589,54570,4.53
2016,2016-10-01,Kansas,0,CDC SODA API,2898292,53571,5.31
2016,2016-10-01,Kentucky,0,CDC SODA API,4411989,44811,7.56
2016,2016-10-01,Maine,175,CDC SODA API,1329923,50826,5.99
2016,2016-10-01,Maryland,974,CDC SODA API,5959902,76067,6.71
2016,2016-10-01,Massachusetts,1457,CDC SODA API,6742143,70954,6.78
2016,2016-10-01,Michigan,0,CDC SODA API,9909600,50803,8.49
2016,2016-10-01,Minnesota,0,CDC SODA API,5450868,63217,4.85
2016,2016-10-01,Mississippi,0,CDC SODA API,2989192,40528,9.6
2016,2016-10-01,Missouri,0,CDC SODA API,6059651,49593,6.59
2016,2016-10-01,Montana,0,CDC SODA API,1023391,48380,5.65
2016,2016-10-01,Nebraska,0,CDC SODA API,1881259,54384,4.17
2016,2016-10-01,Nevada,50,CDC SODA API,2839172,53094,9.3
2016,2016-10-01,New Hampshire,326,CDC SODA API,1327503,68485,5.07
2016,2016-10-01,New Jersey,0,CDC SODA API,8915456,73702,7.86
2016,2016-10-01,New Mexico,62,CDC SODA API,2082669,45674,8.48
2016,2016-10-01,New York,996,CDC SODA API,19697457,60741,7.52
2016,2016-10-01,New York City,492,CDC SODA API,,,
2016,2016-10-01,North Carolina,550,CDC SODA API,9940828,48256,8.32
2016,2016-10-01,North Dakota,0,CDC SODA API,736162,59114,2.77
2016,2016-10-01,Ohio,2109,CDC SODA API,11586941,50674,7.25
2016,2016-10-01,Oklahoma,91,CDC SODA API,3875589,48038,5.97
2016,2016-10-01,Oregon,40,CDC SODA API,3982267,53270,8.07
2016,2016-10-01,Puerto Rico,0,CDC SODA API,3529385,19606,17.7
2016,2016-10-01,Rhode Island,182,CDC SODA API,1054491,58387,7.73
2016,2016-10-01,South Carolina,211,CDC SODA API,4834605,46898,8.37
2016,2016-10-01,South Dakota,0,CDC SODA API,851058,52078,4.11
2016,2016-10-01,Tennessee,358,CDC SODA API,6548009,46574,7.51
2016,2016-10-01,Texas,0,CDC SODA API,26956435,54727,6.42
2016,2016-10-01,United States,17027,CDC SODA API,,,
2016,2016-10-01,Utah,80,CDC SODA API,2948427,62518,5.05
2016,2016-10-01,Vermont,47,CDC SODA API,626249,56104,4.96
2016,2016-10-01,Virginia,562,CDC SODA API,8310301,66149,5.95
2016,2016-10-01,Washington,89,CDC SODA API,7073146,62848,6.84
2016,2016-10-01,West Virginia,363,CDC SODA API,1846092,42644,7.54
2016,2016-10-01,Wisconsin,265,CDC SODA API,5754798,54610,5.5
2016,2016-10-01,Wyoming,0,CDC SODA API,583029,59143,4.9
2016,2016-11-01,Alabama,0,CDC SODA API,4841164,44758,8.29
2016,2016-11-01,Alaska,0,CDC SODA API,736855,74444,7.85
2016,2016-11-01,Arizona,0,CDC SODA API,6728577,51340,7.99
2016,2016-11-01,Arkansas,0,CDC SODA API,2968472,42336,6.85
2016,2016-11-01,California,0,CDC SODA API,38654206,63783,8.74
2016,2016-11-01,Colorado,0,CDC SODA API,5359295,62520,5.99
2016,2016-11-01,Connecticut,461,CDC SODA API,3588570,71755,7.95
2016,2016-11-01,Delaware,0,CDC SODA API,934695,61017,7.13
2016,2016-11-01,District of Columbia,140,CDC SODA API,659009,72935,8.73
2016,2016-11-01,Florida,0,CDC SODA API,19934451,48900,8.39
2016,2016-11-01,Georgia,271,CDC SODA API,10099320,51037,8.54
2016,2016-11-01,Hawaii,12,CDC SODA API,1413673,71977,5.51
2016,2016-11-01,Idaho,0,CDC SODA API,1635483,49174,6.21
2016,2016-11-01,Illinois,855,CDC SODA API,12851684,59196,8.17
2016,2016-11-01,Indiana,0,CDC SODA API,6589578,50433,6.91
2016,2016-11-01,Iowa,52,CDC SODA API,3106589,54570,4.53
2016,2016-11-01,Kansas,0,CDC SODA API,2898292,53571,5.31
2016,2016-11-01,Kentucky,0,CDC SODA API,4411989,44811,7.56
2016,2016-11-01,Maine,185,CDC SODA API,1329923,50826,5.99
2016,2016-11-01,Maryland,1040,CDC SODA API,5959902,76067,6.71
2016,2016-11-01,Massachusetts,1502,CDC SODA API,6742143,70954,6.78
2016,2016-11-01,Michigan,0,CDC SODA API,9909600,50803,8.49
2016,2016-11-01,Minnesota,0,CDC SODA API,5450868,63217,4.85
2016,2016-11-01,Mississippi,0,CDC SODA API,2989192,40528,9.6
2016,2016-11-01,Missouri,0,CDC SODA API,6059651,49593,6.59
2016,2016-11-01,Montana,0,CDC SODA API,1023391,48380,5.65
2016,2016-11-01,Nebraska,0,CDC SODA API,1881259,54384,4.17
2016,2016-11-01,Nevada,52,CDC SODA API,2839172,53094,9.3
2016,2016-11-01,New Hampshire,331,CDC SODA API,1327503,68485,5.07
2016,2016-11-01,New Jersey,0,CDC SODA API,8915456,73702,7.86
2016,2016-11-01,New Mexico,70,CDC SODA API,2082669,45674,8.48
2016,2016-11-01,New York,1038,CDC SODA API,19697457,60741,7.52
2016,2016-11-01,New York City,529,CDC SODA API,,,
2016,2016-11-01,North Carolina,573,CDC SODA API,9940828,48256,8.32
2016,2016-11-01,North Dakota,0,CDC SODA API,736162,59114,2.77
2016,2016-11-01,Ohio,2180,CDC SODA API,11586941,50674,7.25
2016,2016-11-01,Oklahoma,88,CDC SODA API,3875589,48038,5.97
2016,2016-11-01,Oregon,43,CDC SODA API,3982267,53270,8.07
2016,2016-11-01,Puerto Rico,0,CDC SODA API,3529385,19606,17.7
2016,2016-11-01,Rhode Island,196,CDC SODA API,1054491,58387,7.73
2016,2016-11-01,South Carolina,212,CDC SODA API,4834605,46898,8.37
2016,2016-11-01,South Dakota,10,CDC SODA API,851058,52078,4.11
2016,2016-11-01,Tennessee,386,CDC SODA API,6548009,46574,7.51
2016,2016-11-01,Texas,0,CDC SODA API,26956435,54727,6.42
2016,2016-11-01,United States,18171,CDC SODA API,,,
2016,2016-11-01,Utah,80,CDC SODA API,2948427,62518,5.05
2016,2016-11-01,Vermont,47,CDC SODA API,626249,56104,4.96
2016,2016-11-01,Virginia,610,CDC SODA API,8310301,66149,5.95
2016,2016-11-01,Washington,93,CDC SODA API,7073146,62848,6.84
2016,2016-11-01,West Virginia,398,CDC SODA API,1846092,42644,7.54
2016,2016-11-01,Wisconsin,275,CDC SODA API,5754798,54610,5.5
2016,2016-11-01,Wyoming,0,CDC SODA API,583029,59143,4.9
2016,2016-12-01,Alabama,0,CDC SODA API,4841164,44758,8.29
2016,2016-12-01,Alaska,0,CDC SODA API,736855,74444,7.85
2016,2016-12-01,Arizona,0,CDC SODA API,6728577,51340,7.99
2016,2016-12-01,Arkansas,0,CDC SODA API,2968472,42336,6.85
2016,2016-12-01,California,0,CDC SODA API,38654206,63783,8.74
2016,2016-12-01,Colorado,0,CDC SODA API,5359295,62520,5.99
2016,2016-12-01,Connecticut,508,CDC SODA API,3588570,71755,7.95
2016,2016-12-01,Delaware,0,CDC SODA API,934695,61017,7.13
2016,2016-12-01,District of Columbia,147,CDC SODA API,659009,72935,8.73
2016,2016-12-01,Florida,0,CDC SODA API,19934451,48900,8.39
2016,2016-12-01,Georgia,271,CDC SODA API,10099320,51037,8.54
2016,2016-12-01,Hawaii,11,CDC SODA API,1413673,71977,5.51
2016,2016-12-01,Idaho,0,CDC SODA API,1635483,49174,6.21
2016,2016-12-01,Illinois,927,CDC SODA API,12851684,59196,8.17
2016,2016-12-01,Indiana,0,CDC SODA API,6589578,50433,6.91
2016,2016-12-01,Iowa,55,CDC SODA API,3106589,54570,4.53
2016,2016-12-01,Kansas,0,CDC SODA API,2898292,53571,5.31
2016,2016-12-01,Kentucky,0,CDC SODA API,4411989,44811,7.56
2016,2016-12-01,Maine,204,CDC SODA API,1329923,50826,5.99
2016,2016-12-01,Maryland,1122,CDC SODA API,5959902,76067,6.71
2016,2016-12-01,Massachusetts,1552,CDC SODA API,6742143,70954,6.78
2016,2016-12-01,Michigan,0,CDC SODA API,9909600,50803,8.49
2016,2016-12-01,Minnesota,0,CDC SODA API,5450868,63217,4.85
2016,2016-12-01,Mississippi,0,CDC SODA API,2989192,40528,9.6
2016,2016-12-01,Missouri,0,CDC SODA API,6059651,49593,6.59
2016,2016-12-01,Montana,0,CDC SODA API,1023391,48380,5.65
2016,2016-12-01,Nebraska,0,CDC SODA API,1881259,54384,4.17
2016,2016-12-01,Nevada,50,CDC SODA API,2839172,53094,9.3
2016,2016-12-01,New Hampshire,347,CDC SODA API,1327503,68485,5.07
2016,2016-12-01,New Jersey,0,CDC SODA API,8915456,73702,7.86
2016,2016-12-01,New Mexico,78,CDC SODA API,2082669,45674,8.48
2016,2016-12-01,New York,1095,CDC SODA API,19697457,60741,7.52
2016,2016-12-01,New York City,579,CDC SODA API,,,
2016,2016-12-01,North Carolina,591,CDC SODA API,9940828,48256,8.32
2016,2016-12-01,North Dakota,0,CDC SODA API,736162,59114,2.77
2016,2016-12-01,Ohio,2305,CDC SODA API,11586941,50674,7.25
2016,2016-12-01,Oklahoma,95,CDC SODA API,3875589,48038,5.97
2016,2016-12-01,Oregon,41,CDC SODA API,3982267,53270,8.07
2016,2016-12-01,Puerto Rico,0,CDC SODA API,3529385,19606,17.7
2016,2016-12-01,Rhode Island,197,CDC SODA API,1054491,58387,7.73
2016,2016-12-01,South Carolina,234,CDC SODA API,4834605,46898,8.37
2016,2016-12-01,South Dakota,11,CDC SODA API,851058,52078,4.11
2016,2016-12-01,Tennessee,394,CDC SODA API,6548009,46574,7.51
2016,2016-12-01,Texas,0,CDC SODA API,26956435,54727,6.42
2016,2016-12-01,United States,19500,CDC SODA API,,,
2016,2016-12-01,Utah,77,CDC SODA API,2948427,62518,5.05
2016,2016-12-01,Vermont,56,CDC SODA API,626249,56104,4.96
2016,2016-12-01,Virginia,650,CDC SODA API,8310301,66149,5.95
2016,2016-12-01,Washington,94,CDC SODA API,7073146,62848,6.84
2016,2016-12-01,West Virginia,432,CDC SODA API,1846092,42644,7.54
2016,2016-12-01,Wisconsin,287,CDC SODA API,5754798,54610,5.5
2016,2016-12-01,Wyoming,0,CDC SODA API,583029,59143,4.9
2017,2017-01-01,Alabama,0,CDC SODA API,4850771,46472,7.45
2017,2017-01-01,Alaska,10,CDC SODA API,738565,76114,7.7
2017,2017-01-01,Arizona,0,CDC SODA API,6809946,53510,7.1
2017,2017-01-01,Arkansas,0,CDC SODA API,2977944,43813,6.25
2017,2017-01-01,California,0,CDC SODA API,38982847,67169,7.65
2017,2017-01-01,Colorado,0,CDC SODA API,5436519,65458,5.25
2017,2017-01-01,Connecticut,527,CDC SODA API,3594478,73781,7.23
2017,2017-01-01,Delaware,0,CDC SODA API,943732,63036,6.41
2017,2017-01-01,District of Columbia,159,CDC SODA API,672391,77649,8.04
2017,2017-01-01,Florida,0,CDC SODA API,20278447,50883,7.19
2017,2017-01-01,Georgia,299,CDC SODA API,10201635,52977,7.48
2017,2017-01-01,Hawaii,11,CDC SODA API,1421658,74923,4.87
2017,2017-01-01,Idaho,0,CDC SODA API,1657375,50985,5.35
2017,2017-01-01,Illinois,981,CDC SODA API,12854526,61229,7.36
2017,2017-01-01,Indiana,0,CDC SODA API,6614418,52182,6.08
2017,2017-01-01,Iowa,61,CDC SODA API,3118102,56570,4.14
2017,2017-01-01,Kansas,0,CDC SODA API,2903820,55477,4.76
2017,2017-01-01,Kentucky,0,CDC SODA API,4424376,46535,6.77
2017,2017-01-01,Maine,212,CDC SODA API,1330158,53024,5.29
2017,2017-01-01,Maryland,1224,CDC SODA API,5996079,78916,6.12
2017,2017-01-01,Massachusetts,1590,CDC SODA API,6789319,74167,6.0
2017,2017-01-01,Michigan,0,CDC SODA API,9925568,52668,7.4
2017,2017-01-01,Minnesota,0,CDC SODA API,5490726,65699,4.3
2017,2017-01-01,Mississippi,0,CDC SODA API,2986220,42009,8.79
2017,2017-01-01,Missouri,0,CDC SODA API,6075300,51542,5.78
2017,2017-01-01,Montana,0,CDC SODA API,1029862,50801,4.79
2017,2017-01-01,Nebraska,0,CDC SODA API,1893921,56675,3.79
2017,2017-01-01,Nevada,48,CDC SODA API,2887725,55434,7.98
2017,2017-01-01,New Hampshire,354,CDC SODA API,1331848,71305,4.49
2017,2017-01-01,New Jersey,0,CDC SODA API,8960161,76475,6.96
2017,2017-01-01,New Mexico,82,CDC SODA API,2084828,46718,7.74
2017,2017-01-01,New York,1160,CDC SODA API,19798228,62765,6.75
2017,2017-01-01,New York City,629,CDC SODA API,,,
2017,2017-01-01,North Carolina,643,CDC SODA API,10052564,50320,7.16
2017,2017-01-01,North Dakota,0,CDC SODA API,745475,61285,2.69
2017,2017-01-01,Ohio,2509,CDC SODA API,11609756,52407,6.46
2017,2017-01-01,Oklahoma,102,CDC SODA API,3896251,49767,5.69
2017,2017-01-01,Oregon,42,CDC SODA API,4025127,56119,6.82
2017,2017-01-01,Puerto Rico,0,CDC SODA API,3468963,19775,17.5
2017,2017-01-01,Rhode Island,206,CDC SODA API,1056138,61043,6.84
2017,2017-01-01,South Carolina,256,CDC SODA API,4893444,48781,7.24
2017,2017-01-01,South Dakota,14,CDC SODA API,855444,54126,3.74
2017,2017-01-01,Tennessee,402,CDC SODA API,6597381,48708,6.57
2017,2017-01-01,Texas,0,CDC SODA API,27419612,57051,5.83
2017,2017-01-01,United States,20932,CDC SODA API,,,
2017,2017-01-01,Utah,78,CDC SODA API,2993941,65325,4.36
2017,2017-01-01,Vermont,61,CDC SODA API,624636,57808,4.37
2017,2017-01-01,Virginia,694,CDC SODA API,8365952,68766,5.48
2017,2017-01-01,Washington,101,CDC SODA API,7169967,66174,6.02
2017,2017-01-01,West Virginia,475,CDC SODA API,1836843,44061,7.17
2017,2017-01-01,Wisconsin,290,CDC SODA API,5763217,56759,4.71
2017,2017-01-01,Wyoming,0,CDC SODA API,583200,60938,4.69
2017,2017-02-01,Alabama,0,CDC SODA API,4850771,46472,7.45
2017,2017-02-01,Alaska,11,CDC SODA API,738565,76114,7.7
2017,2017-02-01,Arizona,0,CDC SODA API,6809946,53510,7.1
2017,2017-02-01,Arkansas,0,CDC SODA API,2977944,43813,6.25
2017,2017-02-01,California,0,CDC SODA API,38982847,67169,7.65
2017,2017-02-01,Colorado,0,CDC SODA API,5436519,65458,5.25
2017,2017-02-01,Connecticut,545,CDC SODA API,3594478,73781,7.23
2017,2017-02-01,Delaware,0,CDC SODA API,943732,63036,6.41
2017,2017-02-01,District of Columbia,176,CDC SODA API,672391,77649,8.04
2017,2017-02-01,Florida,0,CDC SODA API,20278447,50883,7.19
2017,2017-02-01,Georgia,303,CDC SODA API,10201635,52977,7.48
2017,2017-02-01,Hawaii,0,CDC SODA API,1421658,74923,4.87
2017,2017-02-01,Idaho,0,CDC SODA API,1657375,50985,5.35
2017,2017-02-01,Illinois,1012,CDC SODA API,12854526,61229,7.36
2017,2017-02-01,Indiana,0,CDC SODA API,6614418,52182,6.08
2017,2017-02-01,Iowa,69,CDC SODA API,3118102,56570,4.14
2017,2017-02-01,Kansas,0,CDC SODA API,2903820,55477,4.76
2017,2017-02-01,Kentucky,0,CDC SODA API,4424376,46535,6.77
2017,2017-02-01,Maine,211,CDC SODA API,1330158,53024,5.29
2017,2017-02-01,Maryland,1270,CDC SODA API,5996079,78916,6.12
2017,2017-02-01,Massachusetts,1594,CDC SODA API,6789319,74167,6.0
2017,2017-02-01,Michigan,0,CDC SODA API,9925568,52668,7.4
2017,2017-02-01,Minnesota,0,CDC SODA API,5490726,65699,4.3
2017,2017-02-01,Mississippi,0,CDC SODA API,2986220,42009,8.79
2017,2017-02-01,Missouri,0,CDC SODA API,6075300,51542,5.78
2017,2017-02-01,Montana,0,CDC SODA API,1029862,50801,4.79
2017,2017-02-01,Nebraska,0,CDC SODA API,1893921,56675,3.79
2017,2017-02-01,Nevada,53,CDC SODA API,2887725,55434,7.98
2017,2017-02-01,New Hampshire,355,CDC SODA API,1331848,71305,4.49
2017,2017-02-01,New Jersey,0,CDC SODA API,8960161,76475,6.96
2017,2017-02-01,New Mexico,79,CDC SODA API,2084828,46718,7.74
2017,2017-02-01,New York,1194,CDC SODA API,19798228,62765,6.75
2017,2017-02-01,New York City,639,CDC SODA API,,,
2017,2017-02-01,North Carolina,686,CDC SODA API,10052564,50320,7.16
2017,2017-02-01,North Dakota,0,CDC SODA API,745475,61285,2.69
2017,2017-02-01,Ohio,2733,CDC SODA API,11609756,52407,6.46
2017,2017-02-01,Oklahoma,105,CDC SODA API,3896251,49767,5.69
2017,2017-02-01,Oregon,42,CDC SODA API,4025127,56119,6.82
2017,2017-02-01,Puerto Rico,0,CDC SODA API,3468963,19775,17.5
2017,2017-02-01,Rhode Island,214,CDC SODA API,1056138,61043,6.84
2017,2017-02-01,South Carolina,265,CDC SODA API,4893444,48781,7.24
2017,2017-02-01,South Dakota,12,CDC SODA API,855444,54126,3.74
2017,2017-02-01,Tennessee,417,CDC SODA API,6597381,48708,6.57
2017,2017-02-01,Texas,0,CDC SODA API,27419612,57051,5.83
2017,2017-02-01,United States,21844,CDC SODA API,,,
2017,2017-02-01,Utah,78,CDC SODA API,2993941,65325,4.36
2017,2017-02-01,Vermont,63,CDC SODA API,624636,57808,4.37
2017,2017-02-01,Virginia,703,CDC SODA API,8365952,68766,5.48
2017,2017-02-01,Washington,104,CDC SODA API,7169967,66174,6.02
2017,2017-02-01,West Virginia,498,CDC SODA API,1836843,44061,7.17
2017,2017-02-01,Wisconsin,292,CDC SODA API,5763217,56759,4.71
2017,2017-02-01,Wyoming,0,CDC SODA API,583200,60938,4.69
2017,2017-03-01,Alabama,0,CDC SODA API,4850771,46472,7.45
2017,2017-03-01,Alaska,11,CDC SODA API,738565,76114,7.7
2017,2017-03-01,Arizona,0,CDC SODA API,6809946,53510,7.1
2017,2017-03-01,Arkansas,0,CDC SODA API,2977944,43813,6.25
2017,2017-03-01,California,0,CDC SODA API,38982847,67169,7.65
2017,2017-03-01,Colorado,0,CDC SODA API,5436519,65458,5.25
2017,2017-03-01,Connecticut,576,CDC SODA API,3594478,73781,7.23
2017,2017-03-01,Delaware,0,CDC SODA API,943732,63036,6.41
2017,2017-03-01,District of Columbia,192,CDC SODA API,672391,77649,8.04
2017,2017-03-01,Florida,0,CDC SODA API,20278447,50883,7.19
2017,2017-03-01,Georgia,324,CDC SODA API,10201635,52977,7.48
2017,2017-03-01,Hawaii,11,CDC SODA API,1421658,74923,4.87
2017,2017-03-01,Idaho,0,CDC SODA API,1657375,50985,5.35
2017,2017-03-01,Illinois,1017,CDC SODA API,12854526,61229,7.36
2017,2017-03-01,Indiana,0,CDC SODA API,6614418,52182,6.08
2017,2017-03-01,Iowa,73,CDC SODA API,3118102,56570,4.14
2017,2017-03-01,Kansas,0,CDC SODA API,2903820,55477,4.76
2017,2017-03-01,Kentucky,0,CDC SODA API,4424376,46535,6.77
2017,2017-03-01,Maine,216,CDC SODA API,1330158,53024,5.29
2017,2017-03-01,Maryland,1339,CDC SODA API,5996079,78916,6.12
2017,2017-03-01,Massachusetts,1600,CDC SODA API,6789319,74167,6.0
2017,2017-03-01,Michigan,0,CDC SODA API,9925568,52668,7.4
2017,2017-03-01,Minnesota,0,CDC SODA API,5490726,65699,4.3
2017,2017-03-01,Mississippi,0,CDC SODA API,2986220,42009,8.79
2017,2017-03-01,Missouri,0,CDC SODA API,6075300,51542,5.78
2017,2017-03-01,Montana,0,CDC SODA API,1029862,50801,4.79
2017,2017-03-01,Nebraska,0,CDC SODA API,1893921,56675,3.79
2017,2017-03-01,Nevada,52,CDC SODA API,2887725,55434,7.98
2017,2017-03-01,New Hampshire,349,CDC SODA API,1331848,71305,4.49
2017,2017-03-01,New Jersey,0,CDC SODA API,8960161,76475,6.96
2017,2017-03-01,New Mexico,81,CDC SODA API,2084828,46718,7.74
2017,2017-03-01,New York,1246,CDC SODA API,19798228,62765,6.75
2017,2017-03-01,New York City,627,CDC SODA API,,,
2017,2017-03-01,North Carolina,730,CDC SODA API,10052564,50320,7.16
2017,2017-03-01,North Dakota,0,CDC SODA API,745475,61285,2.69
2017,2017-03-01,Ohio,2795,CDC SODA API,11609756,52407,6.46
2017,2017-03-01,Oklahoma,105,CDC SODA API,3896251,49767,5.69
2017,2017-03-01,Oregon,42,CDC SODA API,4025127,56119,6.82
2017,2017-03-01,Puerto Rico,0,CDC SODA API,3468963,19775,17.5
2017,2017-03-01,Rhode Island,220,CDC SODA API,1056138,61043,6.84
2017,2017-03-01,South Carolina,267,CDC SODA API,4893444,48781,7.24
2017,2017-03-01,South Dakota,13,CDC SODA API,855444,54126,3.74
2017,2017-03-01,Tennessee,440,CDC SODA API,6597381,48708,6.57
2017,2017-03-01,Texas,0,CDC SODA API,27419612,57051,5.83
2017,2017-03-01,United States,22671,CDC SODA API,,,
2017,2017-03-01,Utah,82,CDC SODA API,2993941,65325,4.36
2017,2017-03-01,Vermont,64,CDC SODA API,624636,57808,4.37
2017,2017-03-01,Virginia,696,CDC SODA API,8365952,68766,5.48
2017,2017-03-01,Washington,105,CDC SODA API,7169967,66174,6.02
2017,2017-03-01,West Virginia,524,CDC SODA API,1836843,44061,7.17
2017,2017-03-01,Wisconsin,286,CDC SODA API,5763217,56759,4.71
2017,2017-03-01,Wyoming,0,CDC SODA API,583200,60938,4.69
2017,2017-04-01,Alabama,0,CDC SODA API,4850771,46472,7.45
2017,2017-04-01,Alaska,12,CDC SODA API,738565,76114,7.7
2017,2017-04-01,Arizona,0,CDC SODA API,6809946,53510,7.1
2017,2017-04-01,Arkansas,0,CDC SODA API,2977944,43813,6.25
2017,2017-04-01,California,0,CDC SODA API,38982847,67169,7.65
2017,2017-04-01,Colorado,0,CDC SODA API,5436519,65458,5.25
2017,2017-04-01,Connecticut,581,CDC SODA API,3594478,73781,7.23
2017,2017-04-01,Delaware,0,CDC SODA API,943732,63036,6.41
2017,2017-04-01,District of Columbia,205,CDC SODA API,672391,77649,8.04
2017,2017-04-01,Florida,0,CDC SODA API,20278447,50883,7.19
2017,2017-04-01,Georgia,333,CDC SODA API,10201635,52977,7.48
2017,2017-04-01,Hawaii,11,CDC SODA API,1421658,74923,4.87
2017,2017-04-01,Idaho,0,CDC SODA API,1657375,50985,5.35
2017,2017-04-01,Illinois,983,CDC SODA API,12854526,61229,7.36
2017,2017-04-01,Indiana,0,CDC SODA API,6614418,52182,6.08
2017,2017-04-01,Iowa,69,CDC SODA API,3118102,56570,4.14
2017,2017-04-01,Kansas,0,CDC SODA API,2903820,55477,4.76
2017,2017-04-01,Kentucky,0,CDC SODA API,4424376,46535,6.77
2017,2017-04-01,Maine,232,CDC SODA API,1330158,53024,5.29
2017,2017-04-01,Maryland,1394,CDC SODA API,5996079,78916,6.12
2017,2017-04-01,Massachusetts,1571,CDC SODA API,6789319,74167,6.0
2017,2017-04-01,Michigan,0,CDC SODA API,9925568,52668,7.4
2017,2017-04-01,Minnesota,0,CDC SODA API,5490726,65699,4.3
2017,2017-04-01,Mississippi,0,CDC SODA API,2986220,42009,8.79
2017,2017-04-01,Missouri,0,CDC SODA API,6075300,51542,5.78
2017,2017-04-01,Montana,0,CDC SODA API,1029862,50801,4.79
2017,2017-04-01,Nebraska,0,CDC SODA API,1893921,56675,3.79
2017,2017-04-01,Nevada,51,CDC SODA API,2887725,55434,7.98
2017,2017-04-01,New Hampshire,358,CDC SODA API,1331848,71305,4.49
2017,2017-04-01,New Jersey,0,CDC SODA API,8960161,76475,6.96
2017,2017-04-01,New Mexico,79,CDC SODA API,2084828,46718,7.74
2017,2017-04-01,New York,1272,CDC SODA API,19798228,62765,6.75
2017,2017-04-01,New York City,640,CDC SODA API,,,
2017,2017-04-01,North Carolina,776,CDC SODA API,10052564,50320,7.16
2017,2017-04-01,North Dakota,0,CDC SODA API,745475,61285,2.69
2017,2017-04-01,Ohio,2984,CDC SODA API,11609756,52407,6.46
2017,2017-04-01,Oklahoma,109,CDC SODA API,3896251,49767,5.69
2017,2017-04-01,Oregon,49,CDC SODA API,4025127,56119,6.82
2017,2017-04-01,Puerto Rico,0,CDC SODA API,3468963,19775,17.5
2017,2017-04-01,Rhode Island,212,CDC SODA API,1056138,61043,6.84
2017,2017-04-01,South Carolina,273,CDC SODA API,4893444,48781,7.24
2017,2017-04-01,South Dakota,13,CDC SODA API,855444,54126,3.74
2017,2017-04-01,Tennessee,461,CDC SODA API,6597381,48708,6.57
2017,2017-04-01,Texas,0,CDC SODA API,27419612,57051,5.83
2017,2017-04-01,United States,23371,CDC SODA API,,,
2017,2017-04-01,Utah,82,CDC SODA API,2993941,65325,4.36
2017,2017-04-01,Vermont,69,CDC SODA API,624636,57808,4.37
2017,2017-04-01,Virginia,691,CDC SODA API,8365952,68766,5.48
2017,2017-04-01,Washington,105,CDC SODA API,7169967,66174,6.02
2017,2017-04-01,West Virginia,565,CDC SODA API,1836843,44061,7.17
2017,2017-04-01,Wisconsin,302,CDC SODA API,5763217,56759,4.71
2017,2017-04-01,Wyoming,0,CDC SODA API,583200,60938,4.69
2017,2017-05-01,Alabama,0,CDC SODA API,4850771,46472,7.45
2017,2017-05-01,Alaska,21,CDC SODA API,738565,76114,7.7
2017,2017-05-01,Arizona,0,CDC SODA API,6809946,53510,7.1
2017,2017-05-01,Arkansas,0,CDC SODA API,2977944,43813,6.25
2017,2017-05-01,California,0,CDC SODA API,38982847,67169,7.65
2017,2017-05-01,Colorado,0,CDC SODA API,5436519,65458,5.25
2017,2017-05-01,Connecticut,601,CDC SODA API,3594478,73781,7.23
2017,2017-05-01,Delaware,0,CDC SODA API,943732,63036,6.41
2017,2017-05-01,District of Columbia,211,CDC SODA API,672391,77649,8.04
2017,2017-05-01,Florida,0,CDC SODA API,20278447,50883,7.19
2017,2017-05-01,Georgia,359,CDC SODA API,10201635,52977,7.48
